"","X","Year","Month","Day","Hour","Minute","Second","tmd5","tmd15","tmd25","tmd35","tmu5","tmu15","tmu25","tmu35","alpha5","beta5","VhrmHRM5","alpha15","beta15","VhrmHRM15","alpha25","beta25","VhrmHRM25","alpha35","beta35","VhrmHRM35","Voltage","EMU","TreeID","Datetime"
"78",78,26,4,13,14,0,14,51.492992992993,NA,56.1936936936937,4.97997997997998,45.4174174174174,NA,NA,NA,0.691805903519822,0.737801299765901,2.25872798769401,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 14:00:00
"79",79,26,4,13,14,30,14,55.974974974975,NA,22.4009009009009,5.47797797797798,57.468968968969,NA,NA,NA,0.534441648401499,0.53205526041164,-0.101735839080806,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 14:30:00
"80",80,26,4,13,15,0,14,49.4014014014014,NA,NA,0.995995995995996,45.4174174174174,NA,NA,NA,0.549521939015055,0.516115500222288,0.124468520122544,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 15:00:00
"81",81,26,4,13,15,30,14,56.970970970971,NA,14.4419419419419,1.99199199199199,45.4174174174174,NA,NA,NA,0.49927807498631,0.461743282085406,-0.629189440308636,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 15:30:00
"82",82,26,4,13,16,0,14,66.9309309309309,NA,NA,6.47397397397397,52.6881881881882,NA,NA,NA,0.416448430662124,0.380526539013302,-1.87163410517143,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 16:00:00
"83",83,26,4,13,16,30,14,63.9429429429429,NA,NA,23.4059059059059,46.4134134134134,NA,NA,NA,0.43281297754265,0.36585670596987,-1.62616590196354,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 16:30:00
"84",84,26,4,13,17,0,14,64.9389389389389,NA,NA,2.48998998998999,54.480980980981,NA,NA,NA,0.368405970912876,0.332120485759162,-2.59227100141015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 17:00:00
"85",85,26,4,13,17,30,14,63.444944944945,NA,59.958958958959,20.4179179179179,52.488988988989,NA,NA,NA,0.163656230853971,0.123788364881457,-5.66351710229372,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 17:30:00
"86",86,26,4,13,18,0,14,64.7397397397397,NA,NA,9.46196196196196,54.6801801801802,NA,NA,NA,0.0767017400771926,0.0543759925834587,-6.9678344639454,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 18:00:00
"87",87,26,4,13,18,30,14,61.950950950951,NA,11.4444444444444,14.4419419419419,55.974974974975,NA,NA,NA,0.0390275081862494,0.00541910445347858,-7.53294794230955,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 18:30:00
